leaf_idx,type,ne,classification,first_referencing_node,reasoning
875,q4_0,5120x6144x1x1,weight:blk.56.attn_gate.weight,n3287,unique q4_0 5120x6144 in block (z-gate GEMV)
876,q4_0_ar16,6144x5120x1x1,weight:blk.56.ssm_out.weight,n3292,unique Q4_0_AR16 6144x5120 in block
877,f32,5120x1x1x1,weight:blk.56.post_attention_norm.weight,n3296,f32[5120] MUL paired with pre-FFN RMS_NORM
878,q4_0,5120x17408x1x1,weight:blk.56.ffn_gate.weight,n3297,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
879,q4_0,5120x17408x1x1,weight:blk.56.ffn_up.weight,n3298,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
880,q4_0,17408x5120x1x1,weight:blk.56.ffn_down.weight,n3300,unique q4_0 17408x5120 in block
881,f32,5120x1x1x1,weight:blk.57.attn_norm.weight,n3303,f32[5120] MUL paired with pre-mixer RMS_NORM
882,f32,30720x1x1x1,state:conv_state(blk.57),n3304,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
883,q4_0,5120x10240x1x1,weight:blk.57.attn_qkv.weight,n3312,unique q4_0 5120x10240 in block
884,f32,786432x1x1x1,state:ssm_state(blk.57),n3319,f32[786432]=128x128x48 GDN recurrent state
885,f32,4x10240x1x1,weight:blk.57.ssm_conv1d.weight,n3326,f32 4x10240 SSM_CONV kernel
886,f16,5120x48x1x1,weight:blk.57.ssm_alpha.weight,n3333,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
887,f32,48x1x1x1,weight:blk.57.ssm_dt.bias,n3335,f32[48] ADD operand on the alpha path
888,f32,48x1x1x1,weight:blk.57.ssm_a,n3337,f32[48] MUL operand after softplus (-exp(A_log) factor)
889,f16,5120x48x1x1,weight:blk.57.ssm_beta.weight,n3339,f16 5120x48 GEMV feeding sigmoid (mixing path)
890,f32,128x1x1x1,weight:blk.57.ssm_norm.weight,n3350,f32[128] MUL after the per-head RMS_NORM of the GDN output
891,q4_0,5120x6144x1x1,weight:blk.57.attn_gate.weight,n3351,unique q4_0 5120x6144 in block (z-gate GEMV)
892,q4_0_ar16,6144x5120x1x1,weight:blk.57.ssm_out.weight,n3356,unique Q4_0_AR16 6144x5120 in block
893,f32,5120x1x1x1,weight:blk.57.post_attention_norm.weight,n3360,f32[5120] MUL paired with pre-FFN RMS_NORM
894,q4_0,5120x17408x1x1,weight:blk.57.ffn_gate.weight,n3361,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
895,q4_0,5120x17408x1x1,weight:blk.57.ffn_up.weight,n3362,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
896,q4_0,17408x5120x1x1,weight:blk.57.ffn_down.weight,n3364,unique q4_0 17408x5120 in block
897,f32,5120x1x1x1,weight:blk.58.attn_norm.weight,n3367,f32[5120] MUL paired with pre-mixer RMS_NORM
898,f32,30720x1x1x1,state:conv_state(blk.58),n3368,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
899,q4_0,5120x10240x1x1,weight:blk.58.attn_qkv.weight,n3376,unique q4_0 5120x10240 in block
900,f32,786432x1x1x1,state:ssm_state(blk.58),n3383,f32[786432]=128x128x48 GDN recurrent state
901,f32,4x10240x1x1,weight:blk.58.ssm_conv1d.weight,n3390,f32 4x10240 SSM_CONV kernel
902,f16,5120x48x1x1,weight:blk.58.ssm_alpha.weight,n3397,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
903,f32,48x1x1x1,weight:blk.58.ssm_dt.bias,n3399,f32[48] ADD operand on the alpha path
904,f32,48x1x1x1,weight:blk.58.ssm_a,n3401,f32[48] MUL operand after softplus (-exp(A_log) factor)
905,f16,5120x48x1x1,weight:blk.58.ssm_beta.weight,n3403,f16 5120x48 GEMV feeding sigmoid (mixing path)
906,f32,128x1x1x1,weight:blk.58.ssm_norm.weight,n3414,f32[128] MUL after the per-head RMS_NORM of the GDN output
907,q4_0,5120x6144x1x1,weight:blk.58.attn_gate.weight,n3415,unique q4_0 5120x6144 in block (z-gate GEMV)
908,q4_0_ar16,6144x5120x1x1,weight:blk.58.ssm_out.weight,n3420,unique Q4_0_AR16 6144x5120 in block
909,f32,5120x1x1x1,weight:blk.58.post_attention_norm.weight,n3424,f32[5120] MUL paired with pre-FFN RMS_NORM
910,q4_0,5120x17408x1x1,weight:blk.58.ffn_gate.weight,n3425,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
911,q4_0,5120x17408x1x1,weight:blk.58.ffn_up.weight,n3426,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
912,q4_0,17408x5120x1x1,weight:blk.58.ffn_down.weight,n3428,unique q4_0 17408x5120 in block
913,f32,5120x1x1x1,weight:blk.59.attn_norm.weight,n3431,f32[5120] MUL paired with pre-mixer RMS_NORM
914,q4_0,5120x12288x1x1,weight:blk.59.attn_q.weight,n3432,unique q4_0 5120x12288 in block (q+gate interleaved)
915,f32,256x1x1x1,weight:blk.59.attn_q_norm.weight,n3435,"f32[256] norm weight; MUL output has 24 heads (24=q, 4=k)"
916,q4_0,5120x1024x1x1,weight:blk.59.attn_v.weight,n3437,q4_0 5120x1024 whose GEMV goes straight to the V-cache SET_ROWS
917,q4_0,5120x1024x1x1,weight:blk.59.attn_k.weight,n3439,q4_0 5120x1024 whose GEMV feeds k_norm RMS_NORM + ROPE
918,f32,256x1x1x1,weight:blk.59.attn_k_norm.weight,n3442,"f32[256] norm weight; MUL output has 4 heads (24=q, 4=k)"
919,f16,1024x262144x1x1,cache_k(blk.59),n3445,"f16 1024x262144 KV line; SET_ROWS value comes from ROPE (K is roped, V is not)"
920,f16,1024x262144x1x1,cache_v(blk.59),n3447,"f16 1024x262144 KV line; SET_ROWS value does not come from ROPE (K is roped, V is not)"
921,q4_0,6144x5120x1x1,weight:blk.59.attn_output.weight,n3460,unique q4_0 6144x5120 in block
922,f32,5120x1x1x1,weight:blk.59.post_attention_norm.weight,n3463,f32[5120] MUL paired with pre-FFN RMS_NORM
923,q4_0,5120x17408x1x1,weight:blk.59.ffn_gate.weight,n3464,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
924,q4_0,5120x17408x1x1,weight:blk.59.ffn_up.weight,n3465,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
925,q4_0,17408x5120x1x1,weight:blk.59.ffn_down.weight,n3467,unique q4_0 17408x5120 in block
926,f32,5120x1x1x1,weight:blk.60.attn_norm.weight,n3470,f32[5120] MUL paired with pre-mixer RMS_NORM
927,f32,30720x1x1x1,state:conv_state(blk.60),n3471,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
928,q4_0,5120x10240x1x1,weight:blk.60.attn_qkv.weight,n3479,unique q4_0 5120x10240 in block
929,f32,786432x1x1x1,state:ssm_state(blk.60),n3486,f32[786432]=128x128x48 GDN recurrent state
930,f32,4x10240x1x1,weight:blk.60.ssm_conv1d.weight,n3493,f32 4x10240 SSM_CONV kernel
931,f16,5120x48x1x1,weight:blk.60.ssm_alpha.weight,n3500,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
932,f32,48x1x1x1,weight:blk.60.ssm_dt.bias,n3502,f32[48] ADD operand on the alpha path
933,f32,48x1x1x1,weight:blk.60.ssm_a,n3504,f32[48] MUL operand after softplus (-exp(A_log) factor)
934,f16,5120x48x1x1,weight:blk.60.ssm_beta.weight,n3506,f16 5120x48 GEMV feeding sigmoid (mixing path)
935,f32,128x1x1x1,weight:blk.60.ssm_norm.weight,n3517,f32[128] MUL after the per-head RMS_NORM of the GDN output
936,q4_0,5120x6144x1x1,weight:blk.60.attn_gate.weight,n3518,unique q4_0 5120x6144 in block (z-gate GEMV)
937,q4_0_ar16,6144x5120x1x1,weight:blk.60.ssm_out.weight,n3523,unique Q4_0_AR16 6144x5120 in block
938,f32,5120x1x1x1,weight:blk.60.post_attention_norm.weight,n3527,f32[5120] MUL paired with pre-FFN RMS_NORM
939,q4_0,5120x17408x1x1,weight:blk.60.ffn_gate.weight,n3528,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
940,q4_0,5120x17408x1x1,weight:blk.60.ffn_up.weight,n3529,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
941,q4_0,17408x5120x1x1,weight:blk.60.ffn_down.weight,n3531,unique q4_0 17408x5120 in block
942,f32,5120x1x1x1,weight:blk.61.attn_norm.weight,n3534,f32[5120] MUL paired with pre-mixer RMS_NORM
943,f32,30720x1x1x1,state:conv_state(blk.61),n3535,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
944,q4_0,5120x10240x1x1,weight:blk.61.attn_qkv.weight,n3543,unique q4_0 5120x10240 in block
945,f32,786432x1x1x1,state:ssm_state(blk.61),n3550,f32[786432]=128x128x48 GDN recurrent state
946,f32,4x10240x1x1,weight:blk.61.ssm_conv1d.weight,n3557,f32 4x10240 SSM_CONV kernel
947,f16,5120x48x1x1,weight:blk.61.ssm_alpha.weight,n3564,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
948,f32,48x1x1x1,weight:blk.61.ssm_dt.bias,n3566,f32[48] ADD operand on the alpha path
949,f32,48x1x1x1,weight:blk.61.ssm_a,n3568,f32[48] MUL operand after softplus (-exp(A_log) factor)
950,f16,5120x48x1x1,weight:blk.61.ssm_beta.weight,n3570,f16 5120x48 GEMV feeding sigmoid (mixing path)
951,f32,128x1x1x1,weight:blk.61.ssm_norm.weight,n3581,f32[128] MUL after the per-head RMS_NORM of the GDN output
952,q4_0,5120x6144x1x1,weight:blk.61.attn_gate.weight,n3582,unique q4_0 5120x6144 in block (z-gate GEMV)
953,q4_0_ar16,6144x5120x1x1,weight:blk.61.ssm_out.weight,n3587,unique Q4_0_AR16 6144x5120 in block
954,f32,5120x1x1x1,weight:blk.61.post_attention_norm.weight,n3591,f32[5120] MUL paired with pre-FFN RMS_NORM
955,q4_0,5120x17408x1x1,weight:blk.61.ffn_gate.weight,n3592,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
956,q4_0,5120x17408x1x1,weight:blk.61.ffn_up.weight,n3593,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
957,q4_0,17408x5120x1x1,weight:blk.61.ffn_down.weight,n3595,unique q4_0 17408x5120 in block
958,f32,5120x1x1x1,weight:blk.62.attn_norm.weight,n3598,f32[5120] MUL paired with pre-mixer RMS_NORM
959,f32,30720x1x1x1,state:conv_state(blk.62),n3599,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
960,q4_0,5120x10240x1x1,weight:blk.62.attn_qkv.weight,n3607,unique q4_0 5120x10240 in block
961,f32,786432x1x1x1,state:ssm_state(blk.62),n3614,f32[786432]=128x128x48 GDN recurrent state
962,f32,4x10240x1x1,weight:blk.62.ssm_conv1d.weight,n3621,f32 4x10240 SSM_CONV kernel
963,f16,5120x48x1x1,weight:blk.62.ssm_alpha.weight,n3628,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
964,f32,48x1x1x1,weight:blk.62.ssm_dt.bias,n3630,f32[48] ADD operand on the alpha path
965,f32,48x1x1x1,weight:blk.62.ssm_a,n3632,f32[48] MUL operand after softplus (-exp(A_log) factor)
966,f16,5120x48x1x1,weight:blk.62.ssm_beta.weight,n3634,f16 5120x48 GEMV feeding sigmoid (mixing path)
967,f32,128x1x1x1,weight:blk.62.ssm_norm.weight,n3645,f32[128] MUL after the per-head RMS_NORM of the GDN output
968,q4_0,5120x6144x1x1,weight:blk.62.attn_gate.weight,n3646,unique q4_0 5120x6144 in block (z-gate GEMV)
969,q4_0_ar16,6144x5120x1x1,weight:blk.62.ssm_out.weight,n3651,unique Q4_0_AR16 6144x5120 in block
970,f32,5120x1x1x1,weight:blk.62.post_attention_norm.weight,n3655,f32[5120] MUL paired with pre-FFN RMS_NORM
971,q4_0,5120x17408x1x1,weight:blk.62.ffn_gate.weight,n3656,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
972,q4_0,5120x17408x1x1,weight:blk.62.ffn_up.weight,n3657,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
973,q4_0,17408x5120x1x1,weight:blk.62.ffn_down.weight,n3659,unique q4_0 17408x5120 in block
974,f32,5120x1x1x1,weight:blk.63.attn_norm.weight,n3662,f32[5120] MUL paired with pre-mixer RMS_NORM
975,q4_0,5120x12288x1x1,weight:blk.63.attn_q.weight,n3663,unique q4_0 5120x12288 in block (q+gate interleaved)
976,f32,256x1x1x1,weight:blk.63.attn_q_norm.weight,n3666,"f32[256] norm weight; MUL output has 24 heads (24=q, 4=k)"
977,q4_0,5120x1024x1x1,weight:blk.63.attn_v.weight,n3668,q4_0 5120x1024 whose GEMV goes straight to the V-cache SET_ROWS
978,q4_0,5120x1024x1x1,weight:blk.63.attn_k.weight,n3670,q4_0 5120x1024 whose GEMV feeds k_norm RMS_NORM + ROPE
979,f32,256x1x1x1,weight:blk.63.attn_k_norm.weight,n3673,"f32[256] norm weight; MUL output has 4 heads (24=q, 4=k)"
980,f16,1024x262144x1x1,cache_k(blk.63),n3676,"f16 1024x262144 KV line; SET_ROWS value comes from ROPE (K is roped, V is not)"
981,f16,1024x262144x1x1,cache_v(blk.63),n3678,"f16 1024x262144 KV line; SET_ROWS value does not come from ROPE (K is roped, V is not)"
982,q4_0,6144x5120x1x1,weight:blk.63.attn_output.weight,n3691,unique q4_0 6144x5120 in block
983,f32,5120x1x1x1,weight:blk.63.post_attention_norm.weight,n3694,f32[5120] MUL paired with pre-FFN RMS_NORM
984,q4_0,5120x17408x1x1,weight:blk.63.ffn_gate.weight,n3695,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
985,q4_0,5120x17408x1x1,weight:blk.63.ffn_up.weight,n3696,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
986,q4_0,17408x5120x1x1,weight:blk.63.ffn_down.weight,n3698,unique q4_0 17408x5120 in block
987,i32,1x1x1x1,other:out_row_index,n3700,i32[1] logits row selector (epilogue GET_ROWS src1)
988,f32,5120x1x1x1,weight:output_norm.weight,n3702,f32[5120] MUL in the final norm
989,f16,5120x248320x1x1,weight:output.weight,n3703,f16 5120x248320 as MUL_MAT weight of the final logits GEMV
